"";"year";"month";"day";"ice";"date"
"2391";1979;7;19;16806300;1979-07-19
"2392";1979;7;20;16841800;1979-07-20
"2393";1979;7;21;16876200;1979-07-21
"2394";1979;7;22;16909800;1979-07-22
"2395";1979;7;23;16942400;1979-07-23
"2396";1979;7;24;17050100;1979-07-24
"2397";1979;7;25;17156600;1979-07-25
"2398";1979;7;26;17108600;1979-07-26
"2399";1979;7;27;17059000;1979-07-27
"2400";1979;7;28;17092200;1979-07-28
"2401";1979;7;29;17124000;1979-07-29
"2402";1979;7;30;17100200;1979-07-30
"2403";1979;7;31;17074800;1979-07-31
"2404";1979;8;1;17019300;1979-08-01
"2405";1979;8;2;16962200;1979-08-02
"2406";1979;8;3;17004200;1979-08-03
"2407";1979;8;4;17044800;1979-08-04
"2408";1979;8;5;17020700;1979-08-05
"2409";1979;8;6;16995100;1979-08-06
"2410";1979;8;7;17004400;1979-08-07
"2411";1979;8;8;17012200;1979-08-08
"2412";1979;8;9;17103700;1979-08-09
"2413";1979;8;10;17193600;1979-08-10
"2414";1979;8;11;17357500;1979-08-11
"2415";1979;8;12;17519900;1979-08-12
"2416";1979;8;13;17577200;1979-08-13
"2417";1979;8;14;17633000;1979-08-14
"2418";1979;8;15;17762400;1979-08-15
"2419";1979;8;16;17890100;1979-08-16
"2420";1979;8;17;18014400;1979-08-17
"2421";1979;8;18;18137100;1979-08-18
"2422";1979;8;19;18144000;1979-08-19
"2423";1979;8;20;18149400;1979-08-20
"2424";1979;8;21;18223500;1979-08-21
"2425";1979;8;22;18296200;1979-08-22
"2426";1979;8;23;18290000;1979-08-23
"2427";1979;8;24;18282400;1979-08-24
"2428";1979;8;25;18250200;1979-08-25
"2429";1979;8;26;18216600;1979-08-26
"2430";1979;8;27;18195100;1979-08-27
"2431";1979;8;28;18172500;1979-08-28
"2432";1979;8;29;18181300;1979-08-29
"2433";1979;8;30;18189000;1979-08-30
"2434";1979;8;31;18195400;1979-08-31
"2435";1979;9;1;18200900;1979-09-01
"2436";1979;9;2;18205900;1979-09-02
"2437";1979;9;3;18210200;1979-09-03
"2438";1979;9;4;18260700;1979-09-04
"2439";1979;9;5;18310300;1979-09-05
"2440";1979;9;6;18302000;1979-09-06
"2441";1979;9;7;18293000;1979-09-07
"2442";1979;9;8;18261500;1979-09-08
"2443";1979;9;9;18229300;1979-09-09
"2444";1979;9;10;18255400;1979-09-10
"2445";1979;9;11;18280800;1979-09-11
"2446";1979;9;12;18331200;1979-09-12
"2447";1979;9;13;18380900;1979-09-13
"2448";1979;9;14;18364000;1979-09-14
"2449";1979;9;15;18346500;1979-09-15
"2450";1979;9;16;18234600;1979-09-16
"2451";1979;9;17;18122300;1979-09-17
"2452";1979;9;18;18057500;1979-09-18
"2453";1979;9;19;17992200;1979-09-19
"2454";1979;9;20;18062000;1979-09-20
"2455";1979;9;21;18131100;1979-09-21
"2456";1979;9;22;18059100;1979-09-22
"2457";1979;9;23;17986700;1979-09-23
"2458";1979;9;24;18059100;1979-09-24
"2459";1979;9;25;18131100;1979-09-25
"2460";1979;9;26;18202600;1979-09-26
"2461";1979;9;27;18273500;1979-09-27
"2462";1979;9;28;18272200;1979-09-28
"2463";1979;9;29;18270200;1979-09-29
"2464";1979;9;30;18270900;1979-09-30
"2465";1979;10;1;18270700;1979-10-01
"2466";1979;10;2;18301400;1979-10-02
"2467";1979;10;3;18331100;1979-10-03
"2468";1979;10;4;18311600;1979-10-04
"2469";1979;10;5;18291000;1979-10-05
"2470";1979;10;6;18211400;1979-10-06
"2471";1979;10;7;18130500;1979-10-07
"2472";1979;10;8;18152700;1979-10-08
"2473";1979;10;9;18173600;1979-10-09
"2474";1979;10;10;18106200;1979-10-10
"2475";1979;10;11;18037000;1979-10-11
"2476";1979;10;12;18067200;1979-10-12
"2477";1979;10;13;18095600;1979-10-13
"2478";1979;10;14;18035900;1979-10-14
"2479";1979;10;15;17974200;1979-10-15
"2480";1979;10;16;17970000;1979-10-16
"2481";1979;10;17;17963500;1979-10-17
"2482";1979;10;18;17879600;1979-10-18
"2483";1979;10;19;17793300;1979-10-19
"2484";1979;10;20;17774300;1979-10-20
"2485";1979;10;21;17752700;1979-10-21
"2486";1979;10;22;17684800;1979-10-22
"2487";1979;10;23;17614000;1979-10-23
"2488";1979;10;24;17516800;1979-10-24
"2489";1979;10;25;17416500;1979-10-25
"2490";1979;10;26;17355900;1979-10-26
"2491";1979;10;27;17292100;1979-10-27
"2492";1979;10;28;17260100;1979-10-28
"2493";1979;10;29;17224700;1979-10-29
"2494";1979;10;30;17128900;1979-10-30
"2495";1979;10;31;17029600;1979-10-31
"2496";1979;11;1;16995500;1979-11-01
"2497";1979;11;2;16957600;1979-11-02
"2498";1979;11;3;16872100;1979-11-03
"2499";1979;11;4;16782600;1979-11-04
"2500";1979;11;5;16755500;1979-11-05
"2501";1979;11;6;16724300;1979-11-06
"2502";1979;11;7;16641400;1979-11-07
"2503";1979;11;8;16554600;1979-11-08
"2504";1979;11;9;16419000;1979-11-09
"2505";1979;11;10;16279200;1979-11-10
"2506";1979;11;11;16125800;1979-11-11
"2507";1979;11;12;15968100;1979-11-12
"2508";1979;11;13;15859600;1979-11-13
"2509";1979;11;14;15747000;1979-11-14
"2510";1979;11;15;15622700;1979-11-15
"2511";1979;11;16;15494500;1979-11-16
"2512";1979;11;17;15385500;1979-11-17
"2513";1979;11;18;15272600;1979-11-18
"2514";1979;11;19;15137000;1979-11-19
"2515";1979;11;20;14997700;1979-11-20
"2516";1979;11;21;14847600;1979-11-21
"2517";1979;11;22;14694000;1979-11-22
"2518";1979;11;23;14457300;1979-11-23
"2519";1979;11;24;14217200;1979-11-24
"2520";1979;11;25;14030500;1979-11-25
"2521";1979;11;26;13840600;1979-11-26
"2522";1979;11;27;13711300;1979-11-27
"2523";1979;11;28;13578900;1979-11-28
"2524";1979;11;29;13376600;1979-11-29
"2525";1979;11;30;13171500;1979-11-30
"2526";1979;12;1;13042200;1979-12-01
"2527";1979;12;2;12910400;1979-12-02
"2528";1979;12;3;12697800;1979-12-03
"2529";1979;12;4;12483000;1979-12-04
"2530";1979;12;5;12270000;1979-12-05
"2531";1979;12;6;12055100;1979-12-06
"2532";1979;12;7;11763600;1979-12-07
"2533";1979;12;8;11470600;1979-12-08
"2534";1979;12;9;11166000;1979-12-09
"2535";1979;12;10;10860400;1979-12-10
"2536";1979;12;11;10606600;1979-12-11
"2537";1979;12;12;10352100;1979-12-12
"2538";1979;12;13;10077800;1979-12-13
"2539";1979;12;14;9803310;1979-12-14
"2540";1979;12;15;9475780;1979-12-15
"2541";1979;12;16;9148350;1979-12-16
"2542";1979;12;17;8733280;1979-12-17
"2543";1979;12;18;8318720;1979-12-18
"2544";1979;12;19;8110020;1979-12-19
"2545";1979;12;20;7902140;1979-12-20
"2546";1979;12;21;7658910;1979-12-21
"2547";1979;12;22;7416900;1979-12-22
"2548";1979;12;23;7136920;1979-12-23
"2549";1979;12;24;6858460;1979-12-24
"2550";1979;12;25;6737710;1979-12-25
"2551";1979;12;26;6618770;1979-12-26
"2552";1979;12;27;6515890;1979-12-27
"2553";1979;12;28;6415220;1979-12-28
"2554";1979;12;29;6273470;1979-12-29
"2555";1979;12;30;6134140;1979-12-30
"2556";1979;12;31;6054780;1979-12-31
"2557";1980;1;1;5978140;1980-01-01
"2558";1980;1;2;5832660;1980-01-02
"2559";1980;1;3;5690090;1980-01-03
"2560";1980;1;4;5641430;1980-01-04
"2561";1980;1;5;5595890;1980-01-05
"2562";1980;1;6;5467870;1980-01-06
"2563";1980;1;7;5343280;1980-01-07
"2564";1980;1;8;5182140;1980-01-08
"2565";1980;1;9;5024530;1980-01-09
"2566";1980;1;10;4959000;1980-01-10
"2567";1980;1;11;4897110;1980-01-11
"2568";1980;1;12;4794230;1980-01-12
"2569";1980;1;13;4695280;1980-01-13
"2570";1980;1;14;4638640;1980-01-14
"2571";1980;1;15;4586040;1980-01-15
"2572";1980;1;16;4505970;1980-01-16
"2573";1980;1;17;4429840;1980-01-17
"2574";1980;1;18;4378660;1980-01-18
"2575";1980;1;19;4331400;1980-01-19
"2576";1980;1;20;4229130;1980-01-20
"2577";1980;1;21;4130990;1980-01-21
"2578";1980;1;22;4062430;1980-01-22
"2579";1980;1;23;3998120;1980-01-23
"2580";1980;1;24;3904720;1980-01-24
"2581";1980;1;25;3815470;1980-01-25
"2582";1980;1;26;3746710;1980-01-26
"2583";1980;1;27;3682100;1980-01-27
"2584";1980;1;28;3602840;1980-01-28
"2585";1980;1;29;3527620;1980-01-29
"2586";1980;1;30;3517220;1980-01-30
"2587";1980;1;31;3510860;1980-01-31
"2588";1980;2;1;3437660;1980-02-01
"2589";1980;2;2;3368300;1980-02-02
"2590";1980;2;3;3296910;1980-02-03
"2591";1980;2;4;3229270;1980-02-04
"2592";1980;2;5;3180200;1980-02-05
"2593";1980;2;6;3134860;1980-02-06
"2594";1980;2;7;3076410;1980-02-07
"2595";1980;2;8;3021380;1980-02-08
"2596";1980;2;9;2978980;1980-02-09
"2597";1980;2;10;2939900;1980-02-10
"2598";1980;2;11;2929300;1980-02-11
"2599";1980;2;12;2922130;1980-02-12
"2600";1980;2;13;2811570;1980-02-13
"2601";1980;2;14;2704350;1980-02-14
"2602";1980;2;15;2696170;1980-02-15
"2603";1980;2;16;2691120;1980-02-16
"2604";1980;2;17;2664160;1980-02-17
"2605";1980;2;18;2640240;1980-02-18
"2606";1980;2;19;2619240;1980-02-19
"2607";1980;2;20;2601160;1980-02-20
"2608";1980;2;21;2610350;1980-02-21
"2609";1980;2;22;2622370;1980-02-22
"2610";1980;2;23;2606620;1980-02-23
"2611";1980;2;24;2593590;1980-02-24
"2612";1980;2;25;2564010;1980-02-25
"2613";1980;2;26;2537050;1980-02-26
"2614";1980;2;27;2579660;1980-02-27
"2615";1980;2;28;2624890;1980-02-28
"2616";1980;2;29;2606310;1980-02-29
"2617";1980;3;1;2590360;1980-03-01
"2618";1980;3;2;2635490;1980-03-02
"2619";1980;3;3;2683150;1980-03-03
"2620";1980;3;4;2764730;1980-03-04
"2621";1980;3;5;2848630;1980-03-05
"2622";1980;3;6;2901130;1980-03-06
"2623";1980;3;7;2956060;1980-03-07
"2624";1980;3;8;2999270;1980-03-08
"2625";1980;3;9;3044800;1980-03-09
"2626";1980;3;10;3051970;1980-03-10
"2627";1980;3;11;3061460;1980-03-11
"2628";1980;3;12;3115880;1980-03-12
"2629";1980;3;13;3172420;1980-03-13
"2630";1980;3;14;3218970;1980-03-14
"2631";1980;3;15;3267740;1980-03-15
"2632";1980;3;16;3293990;1980-03-16
"2633";1980;3;17;3322460;1980-03-17
"2634";1980;3;18;3363150;1980-03-18
"2635";1980;3;19;3405860;1980-03-19
"2636";1980;3;20;3415450;1980-03-20
"2637";1980;3;21;3427060;1980-03-21
"2638";1980;3;22;3475720;1980-03-22
"2639";1980;3;23;3526310;1980-03-23
"2640";1980;3;24;3584060;1980-03-24
"2641";1980;3;25;3643530;1980-03-25
"2642";1980;3;26;3723800;1980-03-26
"2643";1980;3;27;3805880;1980-03-27
"2644";1980;3;28;3891600;1980-03-28
"2645";1980;3;29;3979040;1980-03-29
"2646";1980;3;30;4080200;1980-03-30
"2647";1980;3;31;4183080;1980-03-31
"2648";1980;4;1;4228820;1980-04-01
"2649";1980;4;2;4276070;1980-04-02
"2650";1980;4;3;4317980;1980-04-03
"2651";1980;4;4;4361390;1980-04-04
"2652";1980;4;5;4466190;1980-04-05
"2653";1980;4;6;4572410;1980-04-06
"2654";1980;4;7;4644290;1980-04-07
"2655";1980;4;8;4717490;1980-04-08
"2656";1980;4;9;4742840;1980-04-09
"2657";1980;4;10;4769290;1980-04-10
"2658";1980;4;11;4857740;1980-04-11
"2659";1980;4;12;4947090;1980-04-12
"2660";1980;4;13;4992520;1980-04-13
"2661";1980;4;14;5038870;1980-04-14
"2662";1980;4;15;5122260;1980-04-15
"2663";1980;4;16;5206370;1980-04-16
"2664";1980;4;17;5340250;1980-04-17
"2665";1980;4;18;5474830;1980-04-18
"2666";1980;4;19;5608010;1980-04-19
"2667";1980;4;20;5741680;1980-04-20
"2668";1980;4;21;5888590;1980-04-21
"2669";1980;4;22;6035800;1980-04-22
"2670";1980;4;23;6130000;1980-04-23
"2671";1980;4;24;6224600;1980-04-24
"2672";1980;4;25;6288710;1980-04-25
"2673";1980;4;26;6352930;1980-04-26
"2674";1980;4;27;6494180;1980-04-27
"2675";1980;4;28;6635430;1980-04-28
"2676";1980;4;29;6763450;1980-04-29
"2677";1980;4;30;6891580;1980-04-30
"2678";1980;5;1;7037780;1980-05-01
"2679";1980;5;2;7183970;1980-05-02
"2680";1980;5;3;7284940;1980-05-03
"2681";1980;5;4;7385700;1980-05-04
"2682";1980;5;5;7538860;1980-05-05
"2683";1980;5;6;7691620;1980-05-06
"2684";1980;5;7;7818440;1980-05-07
"2685";1980;5;8;7944740;1980-05-08
"2686";1980;5;9;8108310;1980-05-09
"2687";1980;5;10;8271270;1980-05-10
"2688";1980;5;11;8374960;1980-05-11
"2689";1980;5;12;8477940;1980-05-12
"2690";1980;5;13;8524390;1980-05-13
"2691";1980;5;14;8570220;1980-05-14
"2692";1980;5;15;8748530;1980-05-15
"2693";1980;5;16;8926130;1980-05-16
"2694";1980;5;17;9013260;1980-05-17
"2695";1980;5;18;9099690;1980-05-18
"2696";1980;5;19;9205800;1980-05-19
"2697";1980;5;20;9311210;1980-05-20
"2698";1980;5;21;9455080;1980-05-21
"2699";1980;5;22;9598350;1980-05-22
"2700";1980;5;23;9721020;1980-05-23
"2701";1980;5;24;9842990;1980-05-24
"2702";1980;5;25;9958500;1980-05-25
"2703";1980;5;26;10073500;1980-05-26
"2704";1980;5;27;10145700;1980-05-27
"2705";1980;5;28;10217200;1980-05-28
"2706";1980;5;29;10320600;1980-05-29
"2707";1980;5;30;10423200;1980-05-30
"2708";1980;5;31;10561000;1980-05-31
"2709";1980;6;1;10698200;1980-06-01
"2710";1980;6;2;10726200;1980-06-02
"2711";1980;6;3;10753700;1980-06-03
"2712";1980;6;4;10938900;1980-06-04
"2713";1980;6;5;11123500;1980-06-05
"2714";1980;6;6;11224300;1980-06-06
"2715";1980;6;7;11324400;1980-06-07
"2716";1980;6;8;11499900;1980-06-08
"2717";1980;6;9;11675000;1980-06-09
"2718";1980;6;10;11823900;1980-06-10
"2719";1980;6;11;11972400;1980-06-11
"2720";1980;6;12;12129800;1980-06-12
"2721";1980;6;13;12287000;1980-06-13
"2722";1980;6;14;12471000;1980-06-14
"2723";1980;6;15;12654800;1980-06-15
"2724";1980;6;16;12751600;1980-06-16
"2725";1980;6;17;12848100;1980-06-17
"2726";1980;6;18;12989100;1980-06-18
"2727";1980;6;19;13129700;1980-06-19
"2728";1980;6;20;13227400;1980-06-20
"2729";1980;6;21;13324800;1980-06-21
"2730";1980;6;22;13503800;1980-06-22
"2731";1980;6;23;13682400;1980-06-23
"2732";1980;6;24;13869700;1980-06-24
"2733";1980;6;25;14056700;1980-06-25
"2734";1980;6;26;13990400;1980-06-26
"2735";1980;6;27;13923900;1980-06-27
"2736";1980;6;28;14000200;1980-06-28
"2737";1980;6;29;14076200;1980-06-29
"2738";1980;6;30;14144900;1980-06-30
"2739";1980;7;1;14213400;1980-07-01
"2740";1980;7;2;14322300;1980-07-02
"2741";1980;7;3;14430800;1980-07-03
"2742";1980;7;4;14563900;1980-07-04
"2743";1980;7;5;14696500;1980-07-05
"2744";1980;7;6;14821400;1980-07-06
"2745";1980;7;7;14945900;1980-07-07
"2746";1980;7;8;15015300;1980-07-08
"2747";1980;7;9;15084200;1980-07-09
"2748";1980;7;10;15161200;1980-07-10
"2749";1980;7;11;15237600;1980-07-11
"2750";1980;7;12;15341200;1980-07-12
"2751";1980;7;13;15443800;1980-07-13
"2752";1980;7;14;15499100;1980-07-14
"2753";1980;7;15;15553300;1980-07-15
"2754";1980;7;16;15645100;1980-07-16
"2755";1980;7;17;15735800;1980-07-17
"2756";1980;7;18;15797000;1980-07-18
"2757";1980;7;19;15857100;1980-07-19
"2758";1980;7;20;15918700;1980-07-20
"2759";1980;7;21;15979200;1980-07-21
"2760";1980;7;22;16074900;1980-07-22
"2761";1980;7;23;16169500;1980-07-23
"2762";1980;7;24;16237500;1980-07-24
"2763";1980;7;25;16304300;1980-07-25
"2764";1980;7;26;16392900;1980-07-26
"2765";1980;7;27;16480100;1980-07-27
"2766";1980;7;28;16500500;1980-07-28
"2767";1980;7;29;16519500;1980-07-29
"2768";1980;7;30;16557800;1980-07-30
"2769";1980;7;31;16594400;1980-07-31
"2770";1980;8;1;16639800;1980-08-01
"2771";1980;8;2;16683500;1980-08-02
"2772";1980;8;3;16887300;1980-08-03
"2773";1980;8;4;17089700;1980-08-04
"2774";1980;8;5;17194100;1980-08-05
"2775";1980;8;6;17296800;1980-08-06
"2776";1980;8;7;17305500;1980-08-07
"2777";1980;8;8;17312500;1980-08-08
"2778";1980;8;9;17448900;1980-08-09
"2779";1980;8;10;17583600;1980-08-10
"2780";1980;8;11;17683300;1980-08-11
"2781";1980;8;12;17781400;1980-08-12
"2782";1980;8;13;17863800;1980-08-13
"2783";1980;8;14;17944600;1980-08-14
"2784";1980;8;15;17919500;1980-08-15
"2785";1980;8;16;17892800;1980-08-16
"2786";1980;8;17;17925600;1980-08-17
"2787";1980;8;18;17956600;1980-08-18
"2788";1980;8;19;18057200;1980-08-19
"2789";1980;8;20;18156300;1980-08-20
"2790";1980;8;21;18156800;1980-08-21
"2791";1980;8;22;18155800;1980-08-22
"2792";1980;8;23;18221600;1980-08-23
"2793";1980;8;24;18286100;1980-08-24
"2794";1980;8;25;18329200;1980-08-25
"2795";1980;8;26;18371100;1980-08-26
"2796";1980;8;27;18362900;1980-08-27
"2797";1980;8;28;18353600;1980-08-28
"2798";1980;8;29;18400500;1980-08-29
"2799";1980;8;30;18446300;1980-08-30
"2800";1980;8;31;18536500;1980-08-31
"2801";1980;9;1;18625600;1980-09-01
"2802";1980;9;2;18622100;1980-09-02
"2803";1980;9;3;18617700;1980-09-03
"2804";1980;9;4;18626700;1980-09-04
"2805";1980;9;5;18634800;1980-09-05
"2806";1980;9;6;18650800;1980-09-06
"2807";1980;9;7;18666000;1980-09-07
"2808";1980;9;8;18632900;1980-09-08
"2809";1980;9;9;18599100;1980-09-09
"2810";1980;9;10;18674500;1980-09-10
"2811";1980;9;11;18749300;1980-09-11
"2812";1980;9;12;18773500;1980-09-12
"2813";1980;9;13;18797000;1980-09-13
"2814";1980;9;14;18826500;1980-09-14
"2815";1980;9;15;18855400;1980-09-15
"2816";1980;9;16;18849700;1980-09-16
"2817";1980;9;17;18843500;1980-09-17
"2818";1980;9;18;18916800;1980-09-18
"2819";1980;9;19;18989600;1980-09-19
"2820";1980;9;20;19014500;1980-09-20
"2821";1980;9;21;19038800;1980-09-21
"2822";1980;9;22;19072500;1980-09-22
"2823";1980;9;23;19105600;1980-09-23
"2824";1980;9;24;19071300;1980-09-24
"2825";1980;9;25;19036500;1980-09-25
"2826";1980;9;26;18984000;1980-09-26
"2827";1980;9;27;18930800;1980-09-27
"2828";1980;9;28;18953500;1980-09-28
"2829";1980;9;29;18975500;1980-09-29
"2830";1980;9;30;18935300;1980-09-30
"2831";1980;10;1;18894300;1980-10-01
"2832";1980;10;2;18896600;1980-10-02
"2833";1980;10;3;18898200;1980-10-03
"2834";1980;10;4;18874300;1980-10-04
"2835";1980;10;5;18849500;1980-10-05
"2836";1980;10;6;18794800;1980-10-06
"2837";1980;10;7;18738600;1980-10-07
"2838";1980;10;8;18778400;1980-10-08
"2839";1980;10;9;18816700;1980-10-09
"2840";1980;10;10;18817700;1980-10-10
"2841";1980;10;11;18817100;1980-10-11
"2842";1980;10;12;18816200;1980-10-12
"2843";1980;10;13;18813400;1980-10-13
"2844";1980;10;14;18877700;1980-10-14
"2845";1980;10;15;18939800;1980-10-15
"2846";1980;10;16;18809800;1980-10-16
"2847";1980;10;17;18677300;1980-10-17
"2848";1980;10;18;18616900;1980-10-18
"2849";1980;10;19;18553800;1980-10-19
"2850";1980;10;20;18520100;1980-10-20
"2851";1980;10;21;18483800;1980-10-21
"2852";1980;10;22;18436300;1980-10-22
"2853";1980;10;23;18385900;1980-10-23
"2854";1980;10;24;18359000;1980-10-24
"2855";1980;10;25;18329000;1980-10-25
"2856";1980;10;26;18278000;1980-10-26
"2857";1980;10;27;18223800;1980-10-27
"2858";1980;10;28;18153000;1980-10-28
"2859";1980;10;29;18078700;1980-10-29
"2860";1980;10;30;17982700;1980-10-30
"2861";1980;10;31;17883200;1980-10-31
"2862";1980;11;1;17816100;1980-11-01
"2863";1980;11;2;17745200;1980-11-02
"2864";1980;11;3;17634900;1980-11-03
"2865";1980;11;4;17520600;1980-11-04
"2866";1980;11;5;17430500;1980-11-05
"2867";1980;11;6;17336600;1980-11-06
"2868";1980;11;7;17297600;1980-11-07
"2869";1980;11;8;17254700;1980-11-08
"2870";1980;11;9;17174200;1980-11-09
"2871";1980;11;10;17089500;1980-11-10
"2872";1980;11;11;17008600;1980-11-11
"2873";1980;11;12;16923600;1980-11-12
"2874";1980;11;13;16789200;1980-11-13
"2875";1980;11;14;16650700;1980-11-14
"2876";1980;11;15;16532100;1980-11-15
"2877";1980;11;16;16409600;1980-11-16
"2878";1980;11;17;16280100;1980-11-17
"2879";1980;11;18;16146800;1980-11-18
"2880";1980;11;19;15964200;1980-11-19
"2881";1980;11;20;15777700;1980-11-20
"2882";1980;11;21;15586700;1980-11-21
"2883";1980;11;22;15392100;1980-11-22
"2884";1980;11;23;15215400;1980-11-23
"2885";1980;11;24;15035200;1980-11-24
"2886";1980;11;25;14884900;1980-11-25
"2887";1980;11;26;14731300;1980-11-26
"2888";1980;11;27;14541700;1980-11-27
"2889";1980;11;28;14349200;1980-11-28
"2890";1980;11;29;14120400;1980-11-29
"2891";1980;11;30;13889000;1980-11-30
"2892";1980;12;1;13725300;1980-12-01
"2893";1980;12;2;13559200;1980-12-02
"2894";1980;12;3;13364200;1980-12-03
"2895";1980;12;4;13167100;1980-12-04
"2896";1980;12;5;12892400;1980-12-05
"2897";1980;12;6;12616200;1980-12-06
"2898";1980;12;7;12363000;1980-12-07
"2899";1980;12;8;12108400;1980-12-08
"2900";1980;12;9;11889200;1980-12-09
"2901";1980;12;10;11669000;1980-12-10
"2902";1980;12;11;11430300;1980-12-11
"2903";1980;12;12;11190900;1980-12-12
"2904";1980;12;13;10953800;1980-12-13
"2905";1980;12;14;10716400;1980-12-14
"2906";1980;12;15;10471700;1980-12-15
"2907";1980;12;16;10227200;1980-12-16
"2908";1980;12;17;9958600;1980-12-17
"2909";1980;12;18;9690640;1980-12-18
"2910";1980;12;19;9526770;1980-12-19
"2911";1980;12;20;9363710;1980-12-20
"2912";1980;12;21;9012450;1980-12-21
"2913";1980;12;22;8662510;1980-12-22
"2914";1980;12;23;8385860;1980-12-23
"2915";1980;12;24;8110730;1980-12-24
"2916";1980;12;25;7865690;1980-12-25
"2917";1980;12;26;7622460;1980-12-26
"2918";1980;12;27;7406000;1980-12-27
"2919";1980;12;28;7191850;1980-12-28
"2920";1980;12;29;6917630;1980-12-29
"2921";1980;12;30;6646030;1980-12-30
"2922";1980;12;31;6490240;1980-12-31
"2923";1981;1;1;6337280;1981-01-01
"2924";1981;1;2;6068610;1981-01-02
"2925";1981;1;3;5802970;1981-01-03
"2926";1981;1;4;5581450;1981-01-04
"2927";1981;1;5;5363270;1981-01-05
"2928";1981;1;6;5280980;1981-01-06
"2929";1981;1;7;5202230;1981-01-07
"2930";1981;1;8;4993430;1981-01-08
"2931";1981;1;9;4788170;1981-01-09
"2932";1981;1;10;4694880;1981-01-10
"2933";1981;1;11;4605220;1981-01-11
"2934";1981;1;12;4560700;1981-01-12
"2935";1981;1;13;4520110;1981-01-13
"2936";1981;1;14;4407830;1981-01-14
"2937";1981;1;15;4299700;1981-01-15
"2938";1981;1;16;4189850;1981-01-16
"2939";1981;1;17;4084140;1981-01-17
"2940";1981;1;18;4032440;1981-01-18
"2941";1981;1;19;3984890;1981-01-19
"2942";1981;1;20;3916440;1981-01-20
"2943";1981;1;21;3852120;1981-01-21
"2944";1981;1;22;3802750;1981-01-22
"2945";1981;1;23;3757520;1981-01-23
"2946";1981;1;24;3733790;1981-01-24
"2947";1981;1;25;3714100;1981-01-25
"2948";1981;1;26;3630500;1981-01-26
"2949";1981;1;27;3550840;1981-01-27
"2950";1981;1;28;3539330;1981-01-28
"2951";1981;1;29;3531760;1981-01-29
"2952";1981;1;30;3475820;1981-01-30
"2953";1981;1;31;3423830;1981-01-31
"2954";1981;2;1;3365570;1981-02-01
"2955";1981;2;2;3311150;1981-02-02
"2956";1981;2;3;3269250;1981-02-03
"2957";1981;2;4;3231080;1981-02-04
"2958";1981;2;5;3175450;1981-02-05
"2959";1981;2;6;3123460;1981-02-06
"2960";1981;2;7;3038140;1981-02-07
"2961";1981;2;8;2956460;1981-02-08
"2962";1981;2;9;2922940;1981-02-09
"2963";1981;2;10;2892850;1981-02-10
"2964";1981;2;11;2862260;1981-02-11
"2965";1981;2;12;2835000;1981-02-12
"2966";1981;2;13;2803090;1981-02-13
"2967";1981;2;14;2774420;1981-02-14
"2968";1981;2;15;2746250;1981-02-15
"2969";1981;2;16;2721310;1981-02-16
"2970";1981;2;17;2719290;1981-02-17
"2971";1981;2;18;2720400;1981-02-18
"2972";1981;2;19;2711720;1981-02-19
"2973";1981;2;20;2705960;1981-02-20
"2974";1981;2;21;2723630;1981-02-21
"2975";1981;2;22;2744130;1981-02-22
"2976";1981;2;23;2750390;1981-02-23
"2977";1981;2;24;2759270;1981-02-24
"2978";1981;2;25;2801680;1981-02-25
"2979";1981;2;26;2846810;1981-02-26
"2980";1981;2;27;2827220;1981-02-27
"2981";1981;2;28;2810260;1981-02-28
"2982";1981;3;1;2775230;1981-03-01
"2983";1981;3;2;2742720;1981-03-02
"2984";1981;3;3;2762100;1981-03-03
"2985";1981;3;4;2784010;1981-03-04
"2986";1981;3;5;2773810;1981-03-05
"2987";1981;3;6;2766040;1981-03-06
"2988";1981;3;7;2821470;1981-03-07
"2989";1981;3;8;2879120;1981-03-08
"2990";1981;3;9;2952220;1981-03-09
"2991";1981;3;10;3027440;1981-03-10
"2992";1981;3;11;3058030;1981-03-11
"2993";1981;3;12;3090840;1981-03-12
"2994";1981;3;13;3164350;1981-03-13
"2995";1981;3;14;3240070;1981-03-14
"2996";1981;3;15;3296710;1981-03-15
"2997";1981;3;16;3355370;1981-03-16
"2998";1981;3;17;3403630;1981-03-17
"2999";1981;3;18;3453920;1981-03-18
"3000";1981;3;19;3489150;1981-03-19
"3001";1981;3;20;3526510;1981-03-20
"3002";1981;3;21;3603950;1981-03-21
"3003";1981;3;22;3683510;1981-03-22
"3004";1981;3;23;3796290;1981-03-23
"3005";1981;3;24;3910980;1981-03-24
"3006";1981;3;25;4018410;1981-03-25
"3007";1981;3;26;4127560;1981-03-26
"3008";1981;3;27;4166120;1981-03-27
"3009";1981;3;28;4206410;1981-03-28
"3010";1981;3;29;4255180;1981-03-29
"3011";1981;3;30;4305660;1981-03-30
"3012";1981;3;31;4412070;1981-03-31
"3013";1981;4;1;4520210;1981-04-01
"3014";1981;4;2;4561400;1981-04-02
"3015";1981;4;3;4604110;1981-04-03
"3016";1981;4;4;4702150;1981-04-04
"3017";1981;4;5;4801700;1981-04-05
"3018";1981;4;6;4915080;1981-04-06
"3019";1981;4;7;5029780;1981-04-07
"3020";1981;4;8;5087830;1981-04-08
"3021";1981;4;9;5147100;1981-04-09
"3022";1981;4;10;5289360;1981-04-10
"3023";1981;4;11;5432830;1981-04-11
"3024";1981;4;12;5504720;1981-04-12
"3025";1981;4;13;5577520;1981-04-13
